id,test_run_id,test_suite_name,test_suite_row_id,test_suite_id,entity_test_row_id,entity_test_id,version_number,entity_id,entity_entity_id,entity_name,entity_type,entity_last_tested_date,entity_last_tested_time,entity_test_name,description,created_on,test_function,data_in,data_out,data_expected,has_tool_tip,tool_tip_text,failure_halts_test,created_by_employee_id,last_run_date,last_run_time,parent_test_row_id,parent_test_id,run_by,pass_fail_or_not_run,fail_severity,fail_reason,test_complete_notes,endl
\N,3,Home Page Top Right Nav Bar,15,15,25,25,1.0.0,25,25,New Employments,Button - Display,00:00:00,16:39:07,Top Level of: New Employments,This is the top level test for New Employments. For this to pass all its children must pass.,5/16/2021,,,,,TRUE,New Employments,0,SB_1,5/17/2021,16:31:32,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Home Page Top Right Nav Bar,15,15,26,26,1.0.0,26,26,Terminations,Button - Display,00:00:00,16:40:05,Top Level of: Terminations,This is the top level test for Terminations. For this to pass all its children must pass.,5/16/2021,,,,,TRUE,Terminations,0,SB_1,5/17/2021,16:31:34,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Home Page Top Right Nav Bar,15,15,27,27,1.0.0,27,27,Quick Links,Button - Display,00:00:00,17:21:11,Top Level of: Quick Links,This is the top level test for Quick Links. For this to pass all its children must pass.,5/16/2021,,,,,TRUE,Quick Links,0,SB_1,5/17/2021,16:31:43,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Home Page Top Right Nav Bar,15,15,28,28,1.0.0,28,28,User Avatar,Button - Display,00:00:00,16:42:21,Top Level of: User Avatar,This is the top level test for User Avatar. For this to pass all its children must pass.,5/16/2021,,,,,TRUE,User,0,SB_1,5/17/2021,16:32:09,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Home Page Top Right Nav Bar,15,15,280,280,1.0.0,280,280,User Management,NavLink,00:00:00,16:44:23,Top Level of: User Management,This is the top level test for User Management. For this to pass all its children must pass.,5/25/2021,,,,,TRUE,User Management,0,SB_1,\N,\N,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Home Page Top Right Nav Bar,15,15,293,293,1.0.0,293,293,Quick Links - Payroll,NavPill,00:00:00,16:47:14,Top Level of: Quick Links - Payroll,This is the top level test for Quick Links - Payroll. For this to pass all its children must pass.,5/25/2021,,,,,TRUE,Quick Links,0,SB_1,\N,\N,15,15,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations,16,16,42,42,1.0.0,42,42,Authorisations Form,Form,00:00:00,15:23:48,Top Level of: Authorisations Form,This is the top level test for Authorisations Form. For this to pass all its children must pass.,5/17/2021,,,,,FALSE,-,0,SB_1,\N,\N,16,16,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,17,17,106,106,1.0.0,106,106,Employee Creation Wizard,Form,00:00:00,15:56:04,Top Level of: Employee Creation Wizard,This is the top level test for Employee Creation Wizard. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,17,17,SB_1,FAIL,2,Wizard crashed on creating employee,"Entered various invalid data and wizard crashed with [$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G POINT_IN_TIME.DATE TEXT$G DAKINET_AUTOMATION_DSYNC HANDLE$G DAKINET_AUTOMATION_DSYNC HANDLE$G DAKINET_AUTOMATION_DSYNC HANDLEENG0016: WIZARD_EMPLOYEE_CREATION, line 410. Non-numeric data when numeric required. Zero used.]",\N
\N,3,Employee CV,18,18,108,108,1.0.0,108,108,Employee CV,Form,00:00:00,16:23:29,Top Level of: Employee CV,This is the top level test for Employee CV. For this to pass all its children must pass.,5/19/2021,,,,,FALSE,-,0,SB_1,\N,\N,18,18,SB_1,FAIL,5,Incorrect label value,Label should be [Employee] not [Employees],\N
\N,3,Employee Grid View,19,19,148,148,1.0.0,148,148,Employee Grid View - Form,Form,\N,\N,Top Level of: Employee Grid View - Form,This is the top level test for Employee Grid View - Form. For this to pass all its children must pass.,5/20/2021,,,,,FALSE,-,0,SB_1,\N,\N,19,19,SB_1,NR,,,Child test not available,\N
\N,3,Visual Reports,20,20,149,149,1.0.0,149,149,Visual Reports - Form,Form,\N,\N,Top Level of: Visual Reports - Form,This is the top level test for Visual Reports - Form. For this to pass all its children must pass.,5/24/2021,,,,,FALSE,-,0,SB_1,\N,\N,20,20,SB_1,NR,,,Child test not available,\N
\N,3,Dakar Intelligence,21,21,150,150,1.0.0,150,150,Dakar Intelligence - Form,Form,\N,\N,Top Level of: Dakar Intelligence - Form,This is the top level test for Dakar Intelligence - Form. For this to pass all its children must pass.,5/24/2021,,,,,FALSE,-,0,SB_1,\N,\N,21,21,SB_1,NR,,,Child test not available,\N
\N,3,My Company / Last Viewed,23,23,252,252,1.0.0,252,252,My Company / Last Viewed - DropdownMenu,JSDropdownMenu,00:00:00,16:35:43,Top Level of: My Company / Last Viewed - DropdownMenu,This is the top level test for My Company / Last Viewed - DropdownMenu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,23,23,SB_1,PASS,,,Test Complete Notes,\N
\N,3,All Notifications,24,24,262,262,1.0.0,262,262,All Notifications - DropdownMenu,JSDropdownMenu,00:00:00,16:38:11,Top Level of: All Notifications - DropdownMenu,This is the top level test for All Notifications - DropdownMenu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,24,24,SB_1,PASS,,,Test Complete Notes,\N
\N,3,New Employments,25,25,274,274,1.0.0,274,274,New Employments - DropdownMenu,JSDropdownMenu,00:00:00,16:39:01,Top Level of: New Employments - DropdownMenu,This is the top level test for New Employments - DropdownMenu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,25,25,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Terminations,26,26,277,277,1.0.0,277,277,Terminations - DropdownMenu,JSDropdownMenu,00:00:00,16:40:01,Top Level of: Terminations - DropdownMenu,This is the top level test for Terminations - DropdownMenu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,26,26,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Avatar,28,28,312,312,1.0.0,312,312,User Avatar - Dropdwon Menu,JSDropdownMenu,00:00:00,16:42:25,Top Level of: User Avatar - Dropdwon Menu,This is the top level test for User Avatar - Dropdwon Menu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,28,28,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Management,280,280,283,283,1.0.0,283,283,User Management - FaFa,FaFa,00:00:00,16:43:11,User Management - FaFa,Is it the correct FaFa?,5/25/2021,-,-,-,fa-fa-user-circle-o,FALSE,-,0,SB_1,\N,\N,280,280,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Management,280,280,284,284,1.0.0,284,284,User Management - Dropdown Menu,JSDropdownMenu,00:00:00,16:43:13,Top Level of: User Management - Dropdown Menu,This is the top level test for User Management - Dropdown Menu. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,280,280,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Payroll,293,293,294,294,1.0.0,294,294,Quick Links - FaFa,FaFa,00:00:00,16:45:05,Quick Links - FaFa,Is it the correct FaFa?,5/25/2021,-,-,-,fa-fa-folder-open-o,FALSE,-,0,SB_1,\N,\N,293,293,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Payroll,293,293,295,295,1.0.0,295,295,Quick Links - Dropdown Menu - Header,JSDropdownMenuHeader,00:00:00,16:45:11,Top Level of: Quick Links - Dropdown Menu - Header,This is the top level test for Quick Links - Dropdown Menu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,293,293,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Payroll,293,293,297,297,1.0.0,297,297,Quick Links - Grid,QLGrid,00:00:00,16:45:12,Top Level of: Quick Links - Grid,This is the top level test for Quick Links - Grid. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,293,293,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,43,43,1.0.0,43,43,Company,Label,00:00:00,15:23:36,Company,TODO - Enter Description,5/17/2021,-,-,-,Company,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,44,44,1.0.0,44,44,Company Combo,Combo,00:00:00,15:23:34,Company Combo,TODO - Enter Description,5/17/2021,Peform function based on value,-,-,Mars Northern Products Ltd~Mars Incorporated Ltd,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,45,45,1.0.0,45,45,Grouping View ,Label,00:00:00,15:23:38,Grouping View ,TODO - Enter Description,5/17/2021,-,-,-,Grouping View ,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,46,46,1.0.0,46,46,Grouping View Combo,Combo,00:00:00,15:23:40,Grouping View Combo,TODO - Enter Description,5/17/2021,Peform function based on value,-,-,Authorisation Group A~GROUP B~General Group~View All Groups,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,47,47,1.0.0,47,47,Accept Criteria,Button - Function,00:00:00,15:23:41,Top Level of: Accept Criteria,This is the top level test for Accept Criteria. For this to pass all its children must pass.,5/17/2021,,,,,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Authorisations Form,42,42,48,48,1.0.0,48,48,Authorisations Grid,Grid,00:00:00,15:23:43,Top Level of: Authorisations Grid,This is the top level test for Authorisations Grid. For this to pass all its children must pass.,5/17/2021,,,,,FALSE,-,0,SB_1,\N,\N,42,42,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,107,107,1.0.0,107,107,Employee Creation Wizard - Title,Titlebar,00:00:00,16:00:01,Employee Creation Wizard - Title,Is the title correct,5/18/2021,-,-,-,Employee Creation Wizard,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,49,49,1.0.0,49,49,Employee Creation Wizard - Step 1,Function,\N,\N,Top Level of: Employee Creation Wizard - Step 1,This is the top level test for Employee Creation Wizard - Step 1. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,QP,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,61,61,1.0.0,61,61,Employee Creation Wizard - Step 2,Function,\N,\N,Top Level of: Employee Creation Wizard - Step 2,This is the top level test for Employee Creation Wizard - Step 2. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,QP,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,73,73,1.0.0,73,73,Employee Creation Wizard - Step 3,Function,\N,\N,Top Level of: Employee Creation Wizard - Step 3,This is the top level test for Employee Creation Wizard - Step 3. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,QP,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,86,86,1.0.0,86,86,Employee Creation Wizard - Step 4,Function,\N,\N,Top Level of: Employee Creation Wizard - Step 4,This is the top level test for Employee Creation Wizard - Step 4. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,QP,,,Test Complete Notes,\N
\N,3,Employee Creation Wizard,106,106,96,96,1.0.0,96,96,Employee Creation Wizard - Step 5,Function,00:00:00,16:00:59,Top Level of: Employee Creation Wizard - Step 5,This is the top level test for Employee Creation Wizard - Step 5. For this to pass all its children must pass.,5/18/2021,,,,,FALSE,-,0,SB_1,\N,\N,106,106,SB_1,FAIL,2,Wizard crashed on creating employee,Wizard crashed because of invalid data,\N
\N,3,Employee CV,108,108,109,109,1.0.0,109,109,Employee CV - Title,Titlebar,00:00:00,16:17:51,Employee CV - Title,Should display title,5/19/2021,-,-,-,Employee Payroll CV,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,110,110,1.0.0,110,110,Company - Label,Label,00:00:00,16:18:01,Company - Label,Should display label value,5/19/2021,-,-,-,Company,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,111,111,1.0.0,111,111,Company - List,List,00:00:00,16:18:19,Company - List,Should be able to choose from a populated list,5/19/2021,Display data,-,-,Mars Northern Products Ltd~Mars Incorporated Ltd,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,112,112,1.0.0,112,112,Paygroup - Label,Label,00:00:00,16:18:46,Paygroup - Label,Should display label value,5/19/2021,-,-,-,Paygroup,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,113,113,1.0.0,113,113,Paygroup - List,List,\N,\N,Paygroup - List,Should be able to choose from a populated list,5/19/2021,Display data,-,-,Monthly Paygroup,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,QP,,,Only one paygroup available [Monthly Paygroup],\N
\N,3,Employee CV,108,108,114,114,1.0.0,114,114,Employee - Label,Label,00:00:00,16:20:21,Employee - Label,Should display label value,5/19/2021,-,-,-,Employees,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,FAIL,5,Incorrect label value,Label should be [Employee] not [Employees],\N
\N,3,Employee CV,108,108,115,115,1.0.0,115,115,Employee - List,List,00:00:00,16:21:54,Employee - List,Should be able to choose from a populated list,5/19/2021,Display data,-,-,#INF#,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,116,116,1.0.0,116,116,Accept Criteria,Button - Function,00:00:00,16:22:12,Top Level of: Accept Criteria,This is the top level test for Accept Criteria. For this to pass all its children must pass.,5/19/2021,,,,,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Employee CV,108,108,118,118,1.0.0,118,118,Bio Info,Container,\N,\N,Top Level of: Bio Info,This is the top level test for Bio Info. For this to pass all its children must pass.,5/19/2021,,,,,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,NR,,,Child test not available,\N
\N,3,Employee CV,108,108,128,128,1.0.0,128,128,Accordion - CV,Accordion,\N,\N,Top Level of: Accordion - CV,This is the top level test for Accordion - CV. For this to pass all its children must pass.,5/19/2021,,,,,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,NR,,,Child test not available,\N
\N,3,Employee CV,108,108,139,139,1.0.0,139,139,Save,Button - Function,\N,\N,Top Level of: Save,This is the top level test for Save. For this to pass all its children must pass.,5/19/2021,,,,,FALSE,-,0,SB_1,\N,\N,108,108,SB_1,NR,,,Child test not available,\N
\N,3,Employee Grid View - Form,148,148,147,147,1.0.0,147,147,Employee Grid View - Grid,Grid,\N,\N,Top Level of: Employee Grid View - Grid,This is the top level test for Employee Grid View - Grid. For this to pass all its children must pass.,5/20/2021,,,,,FALSE,-,0,SB_1,\N,\N,148,148,SB_1,NR,,,Test Complete Notes,\N
\N,3,Dakar Intelligence - Form,150,150,151,151,1.0.0,151,151,Employee Reports,Card,00:00:00,17:17:52,Top Level of: Employee Reports,This is the top level test for Employee Reports. For this to pass all its children must pass.,5/24/2021,,,,,FALSE,-,0,SB_1,\N,\N,150,150,SB_1,PASS,,,None,\N
\N,3,Dakar Intelligence - Form,150,150,166,166,1.0.0,166,166,Payroll Reports,Card,00:00:00,17:17:55,Top Level of: Payroll Reports,This is the top level test for Payroll Reports. For this to pass all its children must pass.,5/24/2021,,,,,FALSE,-,0,SB_1,\N,\N,150,150,SB_1,PASS,,,None,\N
\N,3,My Company / Last Viewed - DropdownMenu,252,252,253,253,1.0.0,253,253,My Company / Last Viewed - DropdownMenu - Header,JSDropdownMenuHeader,00:00:00,16:33:26,Top Level of: My Company / Last Viewed - DropdownMenu - Header,This is the top level test for My Company / Last Viewed - DropdownMenu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,252,252,SB_1,PASS,,,Test Complete Notes,\N
\N,3,My Company / Last Viewed - DropdownMenu,252,252,255,255,1.0.0,255,255,My Company / Last Viewed - DropdownMenu - Row,Row,00:00:00,16:33:31,Top Level of: My Company / Last Viewed - DropdownMenu - Row,This is the top level test for My Company / Last Viewed - DropdownMenu - Row. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,252,252,SB_1,PASS,,,Test Complete Notes,\N
\N,3,All Notifications - DropdownMenu,262,262,263,263,1.0.0,263,263,All Notifications - DropdownMenu - Header,JSDropdownMenuHeader,00:00:00,16:37:49,Top Level of: All Notifications - DropdownMenu - Header,This is the top level test for All Notifications - DropdownMenu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,262,262,SB_1,PASS,,,Test Complete Notes,\N
\N,3,All Notifications - DropdownMenu,262,262,265,265,1.0.0,265,265,All Notifications - DropdownMenu - Item 1,JSDropdownMenuItem,00:00:00,16:37:56,Top Level of: All Notifications - DropdownMenu - Item 1,This is the top level test for All Notifications - DropdownMenu - Item 1. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,262,262,SB_1,PASS,,,Test Complete Notes,\N
\N,3,All Notifications - DropdownMenu,262,262,268,268,1.0.0,268,268,All Notifications - DropdownMenu - Item 2,JSDropdownMenuItem,00:00:00,16:38:01,Top Level of: All Notifications - DropdownMenu - Item 2,This is the top level test for All Notifications - DropdownMenu - Item 2. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,262,262,SB_1,PASS,,,Test Complete Notes,\N
\N,3,All Notifications - DropdownMenu,262,262,271,271,1.0.0,271,271,All Notifications - DropdownMenu - Item 3,JSDropdownMenuItem,00:00:00,16:38:05,Top Level of: All Notifications - DropdownMenu - Item 3,This is the top level test for All Notifications - DropdownMenu - Item 3. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,262,262,SB_1,PASS,,,Test Complete Notes,\N
\N,3,New Employments - DropdownMenu,274,274,275,275,1.0.0,275,275,New Employments - DropdownMenu - Header,JSDropdownMenuHeader,00:00:00,16:38:42,Top Level of: New Employments - DropdownMenu - Header,This is the top level test for New Employments - DropdownMenu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,274,274,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Terminations - DropdownMenu,277,277,278,278,1.0.0,278,278,Terminations - DropdownMenu - Header,JSDropdownMenuHeader,00:00:00,16:39:57,Top Level of: Terminations - DropdownMenu - Header,This is the top level test for Terminations - DropdownMenu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,277,277,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Avatar - Dropdwon Menu,312,312,313,313,1.0.0,313,313,User Avatar - Dropdown Menu - Header,JSDropdownMenuHeader,00:00:00,16:42:13,Top Level of: User Avatar - Dropdown Menu - Header,This is the top level test for User Avatar - Dropdown Menu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,312,312,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Management - Dropdown Menu,284,284,285,285,1.0.0,285,285,User Management - Dropdown Menu - Header,JSDropdownMenuHeader,00:00:00,16:43:47,Top Level of: User Management - Dropdown Menu - Header,This is the top level test for User Management - Dropdown Menu - Header. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,284,284,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Management - Dropdown Menu,284,284,287,287,1.0.0,287,287,User Management - DropdownMenu - Item 1,JSDropdownMenuItem,00:00:00,16:43:49,Top Level of: User Management - DropdownMenu - Item 1,This is the top level test for User Management - DropdownMenu - Item 1. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,284,284,SB_1,PASS,,,Test Complete Notes,\N
\N,3,User Management - Dropdown Menu,284,284,290,290,1.0.0,290,290,Group Authorisations - DropdownMenu - Item 2,JSDropdownMenuItem,00:00:00,16:43:50,Top Level of: Group Authorisations - DropdownMenu - Item 2,This is the top level test for Group Authorisations - DropdownMenu - Item 2. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,284,284,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Dropdown Menu - Header,295,295,296,296,1.0.0,296,296,Quick Links - Dropdown Menu - Header - Text Element,Text,00:00:00,16:47:23,Quick Links - Dropdown Menu - Header - Text Element,Is the text correct?,5/25/2021,-,-,-,Quick Links,FALSE,-,0,SB_1,\N,\N,295,295,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Grid,297,297,300,300,1.0.0,300,300,Quick Links - Grid- Quick Link Grid Item 1,QLGridItem,00:00:00,16:46:51,Top Level of: Quick Links - Grid- Quick Link Grid Item 1,This is the top level test for Quick Links - Grid- Quick Link Grid Item 1. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,297,297,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Grid,297,297,303,303,1.0.0,303,303,Quick Links - Grid- Quick Link Grid Item 2,QLGridItem,00:00:00,16:46:52,Top Level of: Quick Links - Grid- Quick Link Grid Item 2,This is the top level test for Quick Links - Grid- Quick Link Grid Item 2. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,297,297,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Grid,297,297,306,306,1.0.0,306,306,Quick Links - Grid- Quick Link Grid Item 3,QLGridItem,00:00:00,16:46:53,Top Level of: Quick Links - Grid- Quick Link Grid Item 3,This is the top level test for Quick Links - Grid- Quick Link Grid Item 3. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,297,297,SB_1,PASS,,,Test Complete Notes,\N
\N,3,Quick Links - Grid,297,297,309,309,1.0.0,309,309,Quick Links - Grid- Quick Link Grid Item 4,QLGridItem,00:00:00,16:46:58,Top Level of: Quick Links - Grid- Quick Link Grid Item 4,This is the top level test for Quick Links - Grid- Quick Link Grid Item 4. For this to pass all its children must pass.,5/25/2021,,,,,FALSE,-,0,SB_1,\N,\N,297,297,SB_1,PASS,,,Test Complete Notes,\N
